ID,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
155167,60,3,1364601600,887,1,1,,0,9222.041666666666
632299,405,1,1417478400,501,1,0,,0,4748.691666666667
180575,629,2,1377388800,579,1,0,,0,5245.275
52673,543,7,1388275200,0,0,0,,0,0.0
314279,271,4,1399420800,770,1,0,,0,6515.341666666666
132568,493,5,1431388800,762,1,0,,0,7087.233333333334
658449,273,2,1361577600,818,1,1,,0,7244.408333333334
475076,409,6,1398902400,523,1,0,,0,5097.475
398230,471,2,1404604800,822,1,1,,0,8267.083333333334
16932,978,5,1368921600,1305,1,1,,0,10802.55
453726,901,6,1389830400,456,1,0,,0,4841.608333333334
448451,721,3,1382572800,661,1,0,,1,5839.975
268701,1084,2,1368576000,861,1,1,,0,8371.383333333333
2539,692,4,1399593600,807,1,1,,1,7641.933333333333
251258,976,7,1422662400,0,0,0,,0,0.0
199620,506,4,1382227200,848,1,1,,0,7589.108333333334
391397,929,5,1437004800,692,1,1,,0,7093.408333333334
598767,75,5,1420416000,635,1,1,,1,6671.141666666666
566352,1083,3,1359331200,263,1,0,,1,3393.7833333333333
561701,559,1,1427587200,759,1,0,,0,6255.808333333333
132055,790,2,1437868800,704,1,1,,1,7551.133333333333
673571,272,3,1417737600,699,1,1,,0,7360.733333333334
665445,385,2,1369526400,627,1,1,,0,7429.158333333334
313347,1024,5,1357948800,833,1,1,,0,6922.825
464760,586,6,1426723200,2598,1,0,,0,15817.691666666668
24033,340,4,1426896000,675,1,0,,0,5517.991666666667
191183,956,7,1434326400,0,0,0,,0,0.0
374659,787,3,1358899200,1136,1,1,,0,9449.741666666667
472291,242,7,1407542400,0,0,0,,0,0.0
38867,847,7,1394236800,0,0,0,,0,0.0
383769,924,4,1402876800,470,1,0,,0,4586.091666666666
183381,741,3,1425772800,0,0,0,,1,0.0
230759,1011,6,1423872000,1003,1,0,,0,8076.883333333333
107420,508,2,1373846400,1182,1,0,,1,7992.425
623534,792,2,1412726400,531,1,0,,1,4798.725
77737,615,3,1370044800,1193,1,1,,0,9949.425
268820,1013,1,1401667200,616,1,1,,0,6781.425
137166,942,4,1384732800,351,1,0,,0,3931.575
432173,141,6,1412121600,490,1,0,,0,4565.583333333333
576700,862,1,1424908800,1392,1,0,,0,11516.6
570561,204,7,1421366400,0,0,0,,0,0.0
558484,524,2,1370390400,852,1,0,,0,7052.283333333334
324713,1059,3,1410566400,1161,1,1,,0,9024.091666666667
392502,726,1,1359763200,1291,1,1,,1,13119.175
556258,909,6,1414281600,871,1,0,,0,7617.525
707617,50,3,1422403200,340,1,1,,0,4343.058333333333
573272,900,7,1410393600,0,0,0,,0,0.0
354510,609,7,1435449600,0,0,0,,0,0.0
309334,121,3,1384819200,498,1,0,,0,4105.433333333333
237709,88,1,1366329600,1125,1,0,,1,8598.858333333334
649091,1053,3,1361232000,1395,1,1,,1,11808.516666666666
605481,567,5,1437955200,676,1,1,,0,7416.183333333333
245234,836,6,1437177600,281,1,0,,0,2309.358333333333
686387,770,6,1369008000,423,1,0,,0,3508.116666666667
141011,789,2,1406332800,445,1,1,,1,3881.5416666666665
313221,633,3,1436659200,656,1,1,,0,6991.708333333333
171092,880,2,1366848000,781,1,0,,0,6447.191666666667
433639,275,5,1421366400,889,1,1,,0,7491.433333333333
517144,504,7,1360368000,0,0,0,,0,0.0
583343,1035,1,1397520000,553,1,0,,1,4583.075
623689,559,1,1434585600,995,1,1,,0,11152.008333333333
380612,1023,7,1378771200,0,0,0,,0,0.0
396960,931,6,1389916800,426,1,0,,0,3539.9583333333335
576221,181,1,1404691200,922,1,1,,0,9926.508333333333
485811,701,5,1430956800,765,1,0,,0,7503.391666666666
332178,1032,1,1435017600,1198,1,1,,1,11976.25
370428,736,6,1373414400,442,1,0,,0,4469.733333333334
606701,991,5,1421193600,570,1,1,,0,6650.083333333333
188441,94,7,1416787200,0,0,0,,0,0.0
682260,1108,3,1388275200,642,1,0,,0,5565.683333333333
312333,1025,4,1429228800,769,1,0,,1,5945.083333333333
43679,350,6,1415404800,604,1,0,,0,5936.325
464387,696,6,1377648000,723,1,0,,0,6250.233333333334
80876,612,2,1373932800,405,1,1,,0,6555.316666666667
34795,472,5,1430611200,731,1,1,,0,7160.108333333334
154759,279,5,1357257600,792,1,1,,0,7828.608333333334
662994,476,6,1393459200,439,1,0,,0,5191.683333333333
190668,287,7,1424563200,0,0,0,,0,0.0
636786,950,7,1394409600,0,0,0,,0,0.0
143079,32,7,1367452800,0,0,0,,0,0.0
29108,1071,3,1404432000,1054,1,1,,0,9196.55
638264,806,6,1414281600,471,1,0,,0,5204.3
363896,852,1,1365897600,572,1,0,,0,4293.233333333334
464519,1021,3,1420502400,1151,1,1,,0,10269.158333333333
211475,643,4,1408838400,896,1,0,,0,6227.833333333333
554062,465,3,1405555200,513,1,1,,0,6130.525
264367,835,1,1437609600,613,1,0,,0,5468.65
322451,803,3,1387411200,429,1,0,,0,4797.341666666666
438785,322,1,1386374400,829,1,1,,0,9836.775
569581,620,6,1398124800,786,1,0,,0,7850.7
654293,202,7,1407628800,0,0,0,,0,0.0
641691,1111,4,1391731200,354,1,0,,0,3403.725
258046,979,7,1437696000,0,0,0,,0,0.0
590692,414,1,1396051200,496,1,1,,0,6430.525
328167,987,6,1407110400,511,1,0,,0,4061.741666666667
98673,952,7,1418256000,0,0,0,,0,0.0
567059,392,5,1437350400,830,1,1,,0,9001.05
470850,469,6,1422316800,1510,1,0,,0,11946.466666666667
589484,917,7,1365552000,0,0,0,,0,0.0
246889,541,2,1409875200,926,1,0,,0,7949.65
33712,975,3,1434499200,539,1,0,,1,4633.225
137680,641,6,1368576000,480,1,0,,0,4079.075
134028,367,3,1385942400,533,1,1,,0,5286.283333333334
345697,855,3,1437955200,612,1,1,,0,6715.85
428693,520,4,1382400000,314,1,0,,0,2620.575
64244,429,7,1362355200,0,0,0,,0,0.0
266383,749,6,1413763200,263,1,0,,0,2143.5
567658,74,5,1391990400,807,1,1,,0,6463.458333333333
476139,24,7,1388707200,0,0,0,,0,0.0
299843,1086,2,1412294400,1045,1,1,,1,10305.083333333334
12999,535,6,1431302400,564,1,0,,0,5636.508333333333
512128,601,2,1417132800,336,1,1,,0,4492.483333333334
488283,836,2,1423353600,920,1,1,,0,9194.65
170184,217,5,1431216000,597,1,0,,0,5467.1
95102,779,6,1372550400,365,1,0,,0,3354.9
539104,275,7,1413072000,0,0,0,,0,0.0
569669,901,4,1380240000,588,1,0,,0,5765.083333333333
180653,371,1,1363737600,480,1,0,,0,4895.725
328716,959,6,1372982400,459,1,0,,0,4048.425
668008,184,1,1393804800,522,1,0,,0,5232.133333333333
561533,88,6,1426550400,210,1,0,,0,2017.1166666666666
459068,620,3,1358294400,727,1,1,,0,7557.55
198040,10,6,1363305600,533,1,0,,0,5073.108333333334
633792,665,5,1380758400,1474,1,1,,0,9676.183333333332
444307,193,3,1361232000,988,1,1,,0,7644.05
549277,756,2,1372032000,2357,1,0,,0,15352.441666666668
493524,1080,1,1373673600,850,1,0,,0,9261.2
13917,645,6,1371513600,1708,1,0,,0,13777.741666666667
482800,999,4,1434931200,0,0,0,,0,0.0
347211,1093,3,1387152000,787,1,1,,0,7787.808333333333
635949,924,6,1413417600,276,1,0,,0,2690.5416666666665
461911,912,1,1397692800,1661,1,0,,1,14191.55
613427,877,1,1426291200,903,1,1,,0,8977.541666666666
456939,588,4,1359763200,612,1,0,,0,5044.141666666666
266435,27,5,1415577600,1052,1,1,,1,9130.483333333334
540805,368,6,1427760000,680,1,0,,0,7883.633333333333
68206,104,2,1369440000,1226,1,0,,0,8732.75
86087,311,4,1424908800,797,1,0,,0,6475.325
411887,678,1,1400630400,1038,1,1,,0,10054.275
541932,278,6,1373846400,536,1,0,,0,5088.008333333333
134006,990,3,1420761600,395,1,0,,0,3983.925
458298,203,7,1366329600,0,0,0,,0,0.0
631648,572,7,1415750400,0,0,0,,0,0.0
687878,49,1,1405036800,450,1,0,,0,5475.983333333334
656233,1017,1,1362528000,1532,1,1,,0,13188.35
495608,808,3,1402704000,565,1,0,,0,6040.55
500119,354,2,1419552000,582,1,0,,0,6287.708333333333
246923,705,2,1388361600,1133,1,1,,0,11656.516666666666
619085,625,5,1369440000,550,1,1,,0,5693.733333333334
438491,1057,1,1417132800,560,1,0,,0,5290.508333333333
354557,782,4,1371340800,0,0,0,,0,0.0
97710,830,3,1405123200,608,1,1,,0,6877.708333333333
393629,1070,4,1377907200,693,1,0,,0,5194.525
201447,501,2,1395878400,599,1,1,,0,6866.141666666666
26310,691,1,1395187200,802,1,1,,0,11180.216666666667
628080,653,1,1369094400,557,1,0,,1,4917.141666666666
535918,347,1,1370822400,538,1,1,,0,6490.866666666667
533731,357,4,1422835200,0,0,0,,1,0.0
223517,754,1,1375747200,1132,1,1,,1,13048.841666666667
600219,465,7,1363996800,0,0,0,,0,0.0
181086,508,7,1431302400,0,0,0,,0,0.0
211334,870,7,1371686400,0,0,0,,0,0.0
316279,312,3,1376697600,440,1,0,,1,3989.775
400819,1074,5,1393718400,582,1,0,,0,4952.308333333333
564095,401,7,1381881600,0,0,0,,0,0.0
564217,615,5,1409097600,1193,1,1,,1,9794.291666666666
614670,380,7,1375574400,0,0,0,,0,0.0
663561,546,2,1370304000,1432,1,0,,0,11081.958333333334
491597,549,4,1396656000,537,1,0,,0,4439.3
558041,1100,7,1371513600,0,0,0,,0,0.0
625575,247,1,1376265600,844,1,1,,0,10521.766666666666
469847,1113,3,1420502400,716,1,1,,0,7227.816666666667
361471,955,1,1375228800,474,1,1,,0,4998.233333333334
311997,933,6,1410220800,442,1,0,,0,3584.008333333333
602947,158,6,1357776000,581,1,0,,0,8002.641666666666
5009,324,5,1400544000,641,1,0,,0,6009.383333333333
123038,720,2,1430611200,857,1,1,,1,9608.458333333334
360878,579,2,1370044800,909,1,1,,1,8796.583333333334
417346,297,3,1436313600,628,1,0,,1,5742.0
63344,723,7,1421452800,0,0,0,,0,0.0
395561,920,3,1429228800,587,1,1,,0,6363.783333333334
692801,480,2,1425427200,790,1,1,,0,8319.466666666667
517136,123,6,1373068800,415,1,0,,0,3427.4416666666666
318677,471,4,1389916800,593,1,1,,0,6916.575
460931,222,1,1400803200,662,1,1,,0,8004.5
490983,673,3,1378166400,402,1,0,,1,3640.15
363515,295,5,1392076800,596,1,0,,1,5216.75
326828,650,5,1426204800,716,1,1,,0,6912.416666666667
469406,492,3,1384905600,1631,1,1,,0,13147.05
219334,1022,5,1393113600,865,1,1,,0,7667.466666666666
317062,322,3,1398643200,436,1,0,,1,4006.3333333333335
360825,897,2,1362528000,371,1,1,,0,4413.591666666666
495722,411,2,1369353600,588,1,0,,0,6712.075
62867,166,5,1408233600,905,1,0,,1,7779.225
584094,270,1,1357776000,1173,1,0,,0,8600.016666666666
52391,1068,1,1384041600,255,1,0,,0,3471.6583333333333
637889,319,3,1437350400,879,1,0,,0,7725.6
450501,360,6,1408665600,576,1,0,,0,5363.575
257801,4,1,1431907200,1233,1,0,,0,8881.541666666666
696313,553,2,1377734400,518,1,0,,0,5099.833333333333
515742,939,5,1381881600,730,1,1,,0,7212.958333333333
292466,282,5,1381795200,614,1,0,,0,5132.025
209795,495,3,1379635200,493,1,1,,1,5986.866666666667
625649,383,1,1374710400,2529,1,1,,0,21089.825
94850,131,4,1389830400,538,1,1,,0,5365.966666666666
269792,787,1,1365033600,1318,1,0,,1,11793.725
570618,380,3,1390608000,1477,1,1,,0,15881.375
635630,74,6,1428364800,746,1,0,,0,7793.625
306402,688,2,1435622400,439,1,1,,1,5216.183333333333
157933,988,5,1431302400,665,1,1,,0,6349.9
12555,1049,7,1391558400,0,0,0,,0,0.0
96617,827,5,1398556800,1967,1,1,,0,15472.116666666667
115553,947,4,1396396800,937,1,0,,0,6495.158333333334
275847,309,2,1363219200,799,1,1,,1,8491.05
25569,779,4,1375315200,778,1,1,,0,7671.641666666666
689507,179,6,1377043200,910,1,0,,0,7567.808333333333
61488,250,6,1401235200,897,1,0,,1,7977.75
376815,635,7,1358380800,0,0,0,,0,0.0
682652,629,3,1416182400,555,1,1,,0,5827.641666666666
452077,885,5,1432080000,779,1,1,,1,7727.183333333333
257039,785,2,1373414400,405,1,0,,0,3814.15
658047,193,4,1422230400,743,1,1,,0,6344.816666666667
297163,6,6,1404518400,445,1,0,,0,3898.15
76909,644,4,1415923200,884,1,1,,0,8214.558333333332
526966,848,4,1368489600,631,1,0,,0,4737.283333333334
461448,817,2,1410480000,3080,1,0,,0,20187.583333333332
446243,910,6,1398643200,459,1,0,,0,4219.3
472829,1081,4,1430784000,1224,1,1,,1,10594.616666666667
688820,409,1,1368835200,656,1,1,,0,7373.325
492762,358,3,1358380800,1040,1,1,,1,8203.416666666666
202774,482,6,1421366400,1072,1,0,,0,8445.191666666668
680199,861,7,1364256000,0,0,0,,0,0.0
466922,1070,2,1358208000,753,1,0,,0,5717.625
309037,1073,2,1413849600,947,1,1,,1,8462.166666666666
223877,166,3,1410048000,786,1,1,,0,6338.808333333333
206777,794,5,1401148800,523,1,1,,0,3570.016666666667
612272,1033,1,1418601600,1271,1,0,,1,12753.058333333332
327218,775,2,1364342400,503,1,0,,0,6185.283333333334
365896,641,4,1379721600,626,1,1,,0,6251.475
519732,349,6,1379635200,788,1,0,,0,6196.775
4339,317,3,1425600000,451,1,1,,0,4807.933333333333
279182,543,2,1373760000,287,1,1,,1,3657.608333333333
513039,187,6,1415923200,493,1,0,,0,4683.025
481587,645,2,1383955200,1143,1,0,,0,8302.533333333333
579705,280,2,1363651200,572,1,1,,0,6618.675
374163,622,6,1369440000,277,1,0,,0,2751.6666666666665
77999,478,1,1423267200,614,1,0,,0,5107.875
92811,929,6,1385510400,575,1,0,,0,5496.291666666667
90954,1010,7,1415923200,0,0,0,,0,0.0
635498,682,7,1424131200,1304,1,0,,0,7728.858333333334
184425,106,3,1358985600,914,1,1,,0,8378.508333333333
260098,914,6,1428969600,689,1,0,,0,7027.025
63679,695,7,1411948800,0,0,0,,0,0.0
628002,693,1,1397347200,362,1,0,,0,4093.0583333333334
521342,414,6,1435622400,582,1,0,,0,6072.15
313363,1010,6,1384819200,955,1,0,,0,8706.183333333332
239263,360,1,1413417600,731,1,0,,0,5995.183333333333
379951,925,4,1403913600,0,1,1,,0,0.0
645890,420,6,1425772800,391,1,0,,0,3901.5583333333334
134639,618,6,1373760000,533,1,0,,0,6246.758333333333
177487,234,3,1384473600,1110,1,1,,0,11474.575
172050,233,4,1381449600,935,1,0,,0,7494.625
259391,610,7,1399852800,0,0,0,,0,0.0
531587,980,5,1380844800,493,1,0,,0,5120.991666666667
486828,599,2,1411171200,1020,1,0,,1,7339.633333333333
478365,471,5,1399680000,641,1,1,,1,7427.133333333333
500852,222,5,1363392000,570,1,0,,1,5017.058333333333
433562,48,4,1378771200,481,1,1,,1,4799.016666666666
137472,828,4,1390867200,512,1,0,,0,4053.0916666666667
289178,1079,4,1364083200,635,1,0,,1,6666.766666666666
589064,521,6,1369440000,443,1,0,,0,4652.641666666666
65462,978,1,1408838400,1134,1,1,,1,11827.05
259387,490,6,1385769600,1221,1,0,,0,10476.058333333332
100104,886,1,1431043200,625,1,0,,0,5758.775
611846,730,6,1370649600,855,1,0,,0,7428.475
475895,322,4,1410652800,547,1,0,,1,4636.225
457296,28,4,1410825600,719,1,1,,0,7025.116666666667
660034,891,6,1379462400,1203,1,0,,0,8391.875
609969,412,6,1369353600,909,1,0,,0,8341.383333333333
227199,830,1,1428278400,714,1,1,,0,9129.566666666668
254701,1049,3,1411689600,621,1,0,,1,4128.041666666667
80658,474,3,1433289600,719,1,0,,0,6502.241666666667
597196,178,7,1422316800,0,0,0,,0,0.0
87115,439,4,1364515200,871,1,1,,0,7385.933333333333
202439,91,6,1411516800,542,1,0,,0,5027.391666666666
148235,746,7,1378684800,0,0,0,,0,0.0
508253,634,7,1369785600,0,0,0,,0,0.0
191454,780,3,1406764800,718,1,1,,1,6423.016666666666
133000,911,5,1391731200,965,1,1,,0,10280.058333333332
135736,518,5,1424649600,551,1,0,,0,5367.833333333333
169052,27,1,1431648000,1336,1,1,,0,12959.016666666666
360833,923,4,1357257600,601,1,0,,0,4923.825
378462,171,2,1416700800,791,1,0,,0,6649.7
6540,632,2,1408752000,855,1,1,,1,8293.708333333334
111670,1023,7,1378080000,0,0,0,,0,0.0
424719,720,3,1393718400,773,1,1,,0,7796.883333333333
665160,1056,1,1410480000,356,1,1,,0,3915.4583333333335
391560,544,3,1375056000,0,0,0,,0,0.0
652357,711,2,1398988800,442,1,0,,0,5212.975
403333,120,4,1397174400,579,1,0,,0,5538.541666666667
569694,599,7,1377475200,0,0,0,,0,0.0
599566,778,4,1399939200,812,1,1,,0,7116.3
108553,667,3,1406073600,752,1,1,,0,8554.45
198035,596,2,1426896000,598,1,0,,0,4039.241666666667
150133,1048,5,1395705600,468,1,0,,0,5247.508333333333
428515,652,4,1430870400,622,1,0,,1,5552.858333333334
83618,529,5,1362614400,771,1,1,,0,7591.058333333333
602819,1090,4,1404691200,691,1,0,,0,5898.858333333334
72840,173,5,1382745600,973,1,0,,0,8221.0
212420,380,6,1369008000,1727,1,0,,0,12346.608333333334
228470,389,6,1375833600,910,1,0,,0,6975.15
660338,511,1,1397001600,936,1,1,,0,9844.033333333333
240114,696,2,1369872000,979,1,1,,0,8922.408333333333
505947,831,1,1389312000,2034,1,1,,1,18311.775
271441,225,2,1426636800,515,1,1,,0,6445.675
543076,40,5,1401926400,676,1,1,,0,6086.875
605019,1039,7,1381968000,0,0,0,,0,0.0
606314,892,2,1359158400,885,1,0,,1,6587.908333333334
249971,975,3,1428192000,759,1,1,,0,8318.558333333332
396058,434,4,1437264000,1155,1,1,,0,9971.85
329171,448,1,1391644800,919,1,1,,1,9278.366666666667
232,992,2,1423612800,877,1,1,,0,9146.233333333334
392010,236,6,1396656000,526,1,0,,0,4907.083333333333
311455,422,2,1388016000,470,1,1,,0,5031.4
686295,511,6,1391212800,738,1,0,,1,6480.516666666666
480409,86,1,1359590400,833,1,1,,1,8813.308333333332
710068,432,1,1437091200,1776,1,0,,0,12309.975
286547,576,5,1401753600,1050,1,1,,0,8856.216666666667
301143,597,4,1377907200,786,1,1,,0,5834.05
293586,793,3,1383696000,427,1,1,,0,4499.883333333333
373236,972,1,1364774400,646,1,1,,0,6345.633333333333
492695,199,7,1365811200,0,0,0,,0,0.0
646693,59,2,1388620800,696,1,1,,0,8008.508333333333
248821,5,4,1402099200,544,1,1,,0,4817.391666666666
417596,764,7,1390608000,0,0,0,,0,0.0
180008,614,3,1437955200,0,0,1,,0,0.0
616063,1043,1,1395532800,1206,1,1,,0,11580.733333333334
208961,239,1,1425600000,405,1,0,,0,3951.975
551363,1059,1,1378771200,1342,1,1,,0,12328.275
402573,1082,3,1421366400,909,1,0,,0,6262.283333333334
264045,95,2,1408147200,1113,1,1,,0,9816.891666666666
705519,446,1,1417824000,948,1,1,,0,10659.15
625633,876,6,1392854400,211,1,0,,0,1964.7916666666667
696937,736,7,1367280000,0,0,0,,0,0.0
591726,660,4,1409788800,474,1,0,,0,4263.325
550834,465,6,1427587200,586,1,0,,1,6246.5
284956,782,3,1365984000,373,1,0,,0,3390.65
317679,2,1,1434844800,715,1,1,,0,8510.925
578809,662,4,1426982400,779,1,1,,1,7930.216666666666
486129,383,5,1405209600,2353,1,0,,0,17557.883333333335
661410,16,5,1414540800,873,1,0,,0,7352.566666666667
160265,870,3,1412640000,0,0,1,,0,0.0
405427,102,7,1389657600,0,0,0,,0,0.0
416624,1003,3,1408147200,734,1,1,,1,7769.916666666667
676782,682,3,1364774400,1899,1,0,,0,11534.25
609821,871,5,1385164800,511,1,1,,0,6543.541666666667
475666,104,3,1399852800,1329,1,1,,0,10632.875
86434,536,4,1428278400,840,1,1,,0,9050.55
188789,755,7,1431216000,0,0,0,,0,0.0
532243,146,3,1399248000,613,1,0,,0,5872.55
631003,740,3,1358208000,557,1,1,,0,6704.591666666666
538666,1065,3,1388620800,470,1,0,,0,3916.95
211659,265,1,1437523200,701,1,1,,0,8621.025
541019,512,6,1359763200,1079,1,0,,0,5036.133333333333
283468,71,5,1400630400,1149,1,1,,0,10281.833333333334
696876,268,2,1401840000,657,1,1,,0,6227.7
316199,1071,2,1378857600,909,1,1,,0,7800.466666666666
360373,874,2,1391212800,538,1,1,,0,5212.55
134469,535,1,1423958400,1257,1,1,,0,13149.783333333333
38905,1037,7,1408320000,0,0,0,,0,0.0
265593,197,4,1400198400,788,1,1,,0,7055.825
440895,238,6,1433376000,1038,1,0,,0,8771.033333333333
37878,376,6,1420675200,699,1,0,,0,6491.791666666667
404005,877,6,1433289600,1123,1,0,,0,8833.75
263632,1078,1,1430697600,402,1,0,,0,4344.375
173351,800,4,1428451200,595,1,1,,0,6170.9
562543,529,5,1362873600,717,1,0,,1,6703.433333333333
284757,584,7,1380412800,0,0,0,,1,0.0
378505,338,3,1416614400,0,0,0,,1,0.0
25536,202,4,1389484800,539,1,0,,0,5493.583333333333
611821,498,3,1372291200,825,1,0,,0,6186.758333333333
433564,368,1,1436313600,683,1,1,,0,9021.325
557296,690,7,1379894400,0,0,0,,0,0.0
187620,345,6,1434067200,364,1,0,,0,3565.7833333333333
484185,722,1,1434067200,1891,1,1,,0,14081.641666666666
36747,630,6,1400716800,566,1,0,,0,5206.525
260837,1059,3,1388016000,1198,1,1,,0,10490.858333333334
627813,960,3,1433030400,454,1,0,,1,4296.7
15593,480,3,1433721600,618,1,0,,0,5369.691666666667
708821,272,6,1386806400,360,1,0,,0,3572.125
325509,1100,2,1399593600,0,0,0,,1,0.0
242540,231,4,1379635200,522,1,1,,1,6057.033333333334
21606,512,5,1376784000,1812,1,1,,0,12826.433333333332
663351,531,4,1435881600,580,1,0,,0,4987.416666666667
607323,367,6,1392422400,475,1,0,,0,4678.425
684318,850,3,1386201600,514,1,0,,0,4729.833333333333
114077,1108,6,1412294400,217,1,0,,0,2042.375
568158,482,4,1411948800,680,1,0,,1,5584.566666666667
141269,707,6,1373068800,422,1,0,,0,4131.491666666667
458329,869,4,1404000000,813,1,0,,0,5807.991666666667
409326,45,5,1421366400,449,1,1,,0,6288.658333333334
471524,424,1,1391212800,1082,1,1,,0,10976.35
684928,675,1,1383523200,447,1,0,,0,4301.933333333333
224736,932,1,1374278400,946,1,1,,0,10354.55
111230,655,7,1388188800,0,0,0,,0,0.0
468429,518,6,1366761600,549,1,0,,0,5130.566666666667
566649,819,4,1412035200,655,1,1,,0,7523.125
696210,1063,6,1383264000,442,1,0,,0,3434.875
62514,345,3,1422921600,517,1,1,,0,5288.266666666666
569794,206,1,1418342400,791,1,0,,1,7810.883333333333
248914,754,3,1369785600,888,1,1,,1,9372.7
473521,666,5,1408147200,1019,1,1,,0,9618.341666666667
670601,100,2,1409097600,587,1,0,,0,5636.433333333333
275546,273,2,1380931200,855,1,1,,0,7631.241666666667
576280,305,7,1406073600,0,0,0,,0,0.0
385195,801,5,1423785600,437,1,0,,0,4174.55
53105,692,6,1433203200,516,1,0,,0,5390.483333333334
416015,263,1,1374796800,416,1,1,,0,4843.058333333333
526932,247,2,1394668800,532,1,0,,0,5812.766666666666
25194,485,7,1398211200,0,0,0,,0,0.0
262580,669,2,1411171200,314,1,0,,0,3573.475
412819,106,7,1436140800,0,0,0,,0,0.0
210424,1072,6,1365552000,353,1,0,,0,3499.25
123718,458,7,1376956800,0,0,0,,0,0.0
107360,177,3,1390348800,678,1,1,,0,6456.416666666667
320606,201,5,1389225600,455,1,1,,0,5157.375
487506,167,6,1413936000,594,1,0,,0,5075.466666666666
524988,257,5,1373500800,691,1,0,,1,5961.516666666666
55418,151,2,1366934400,698,1,1,,0,7072.525
573863,970,7,1408492800,0,0,0,,0,0.0
290534,716,4,1365724800,406,1,1,,0,4974.866666666667
602727,1055,5,1415750400,1065,1,1,,0,8735.983333333334
287115,25,2,1400803200,1377,1,0,,0,9187.866666666667
659765,262,4,1422662400,3018,1,0,,1,17486.691666666666
375576,345,3,1361923200,486,1,1,,0,4732.333333333333
373351,537,3,1409616000,588,1,0,,1,5081.775
499647,321,6,1417824000,615,1,0,,0,6081.591666666666
360663,686,1,1399852800,1128,1,1,,0,11347.158333333333
441548,861,5,1418601600,685,1,0,,0,6208.591666666666
592474,546,5,1404345600,1979,1,1,,0,16620.425
357557,368,6,1426464000,717,1,0,,0,8118.575
484433,889,2,1360800000,484,1,1,,1,5261.958333333333
668706,322,5,1382486400,523,1,0,,0,4780.141666666666
92971,882,6,1435968000,657,1,0,,0,5997.125
270612,238,5,1404432000,1104,1,1,,1,8628.066666666668
130873,605,3,1432425600,603,1,1,,1,6486.933333333333
199962,132,7,1402099200,0,0,0,,0,0.0
498014,682,4,1411344000,2090,1,1,,0,14079.491666666667
631595,80,3,1391731200,510,1,1,,0,6349.008333333333
140317,608,6,1414195200,400,1,0,,0,3802.258333333333
520296,56,4,1410480000,501,1,0,,0,6011.841666666666
204054,1100,3,1361750400,653,1,0,,0,4423.616666666667
522297,779,2,1360800000,937,1,1,,0,9015.9
654855,114,5,1379721600,635,1,1,,0,6359.0
13979,351,2,1404432000,558,1,1,,0,6754.133333333333
109379,17,7,1371772800,0,0,0,,0,0.0
120007,892,1,1420156800,0,0,0,,0,0.0
427826,1065,7,1391817600,0,0,0,,0,0.0
635710,712,1,1427932800,731,1,1,,0,8638.933333333332
108149,100,4,1431302400,555,1,0,,1,5214.941666666667
123305,26,3,1405209600,0,0,1,,0,0.0
40964,915,3,1370390400,383,1,0,,0,4144.566666666667
38201,671,3,1399420800,587,1,1,,0,5869.35
681204,1019,5,1435881600,786,1,1,,1,8123.283333333334
622945,11,4,1425427200,1054,1,0,,0,7080.95
410929,94,5,1412812800,718,1,1,,0,7451.7
523301,333,4,1394323200,1266,1,1,,0,9732.45
571769,1008,6,1372723200,685,1,0,,0,4981.15
97318,157,1,1366675200,1238,1,1,,0,11902.25
456330,1065,4,1364601600,530,1,0,,1,4328.491666666667
217627,403,7,1379635200,0,0,0,,0,0.0
545444,302,4,1382572800,330,1,1,,0,3809.025
306318,937,1,1388188800,537,1,0,,1,5858.141666666666
455331,183,5,1380499200,671,1,1,,0,6389.741666666667
551986,217,2,1385510400,565,1,0,,1,4874.725
44340,781,4,1361318400,680,1,0,,0,5342.175
296819,341,1,1375056000,948,1,1,,0,9409.908333333333
302886,513,7,1371513600,0,0,0,,0,0.0
585209,37,2,1391212800,690,1,1,,0,7209.125
181872,1097,5,1385510400,2381,1,1,,1,9269.766666666666
135209,510,5,1372982400,0,0,1,,1,0.0
624303,603,7,1389225600,0,0,0,,0,0.0
377907,171,4,1416441600,845,1,0,,0,7076.358333333334
635544,338,3,1417564800,651,1,1,,0,7343.483333333334
86883,875,5,1371168000,592,1,1,,0,5831.583333333333
217824,281,1,1357344000,700,1,1,,0,8167.166666666667
79426,1046,1,1376784000,633,1,0,,0,6730.091666666666
444867,232,2,1431907200,254,1,1,,0,3040.733333333333
73387,589,5,1404432000,440,1,1,,0,4790.65
288445,282,6,1379635200,576,1,0,,0,5301.1
107272,427,7,1424304000,0,0,0,,0,0.0
181972,784,3,1373241600,613,1,0,,0,5486.025
498156,408,2,1376524800,368,1,0,,0,3390.0833333333335
196780,211,6,1391731200,1017,1,0,,0,8604.408333333333
227392,135,7,1391126400,0,0,0,,0,0.0
156570,718,2,1357084800,892,1,0,,0,7327.041666666667
196749,683,2,1410048000,984,1,1,,1,9718.291666666666
596264,914,5,1423612800,1115,1,1,,0,9425.308333333332
486297,867,1,1362441600,168,1,0,,1,1458.4
140037,214,6,1417478400,795,1,0,,0,8850.691666666668
137395,935,4,1421020800,597,1,1,,0,6211.841666666666
523879,526,6,1384300800,985,1,0,,0,7273.925
